sampid,type,subgroup_category,benchmark_category,benchmark_source,response_rate,n,phat,p0,v0
Opt-in 3,nonprob,Black non-Hispanic,Union member,2021 CPS ASEC,0,623,0.10804225,0.064755798,4.78E-05
Probability 1,prob,Black non-Hispanic,Union member,2021 CPS ASEC,1.4,470,0.109210996,0.064755798,4.78E-05
Probability 2,prob,Black non-Hispanic,Union member,2021 CPS ASEC,3,529,0.125297061,0.064755798,4.78E-05
Probability 3,prob,Black non-Hispanic,Union member,2021 CPS ASEC,7,422,0.067965224,0.064755798,4.78E-05
Opt-in 1,nonprob,Hispanic,Union member,2021 CPS ASEC,0,904,0.175523362,0.05350529,3.24E-05
Opt-in 2,nonprob,Hispanic,Union member,2021 CPS ASEC,0,852,0.185490739,0.05350529,3.24E-05
Opt-in 3,nonprob,Hispanic,Union member,2021 CPS ASEC,0,884,0.199387626,0.05350529,3.24E-05
Probability 1,prob,Hispanic,Union member,2021 CPS ASEC,1.4,575,0.065292334,0.05350529,3.24E-05
Probability 2,prob,Hispanic,Union member,2021 CPS ASEC,3,809,0.093073464,0.05350529,3.24E-05
Probability 3,prob,Hispanic,Union member,2021 CPS ASEC,7,318,0.077784935,0.05350529,3.24E-05
Opt-in 1,nonprob,White non-Hispanic,Union member,2021 CPS ASEC,0,3079,0.092418047,0.056796827,7.02E-06
Opt-in 2,nonprob,White non-Hispanic,Union member,2021 CPS ASEC,0,3245,0.111564015,0.056796827,7.02E-06
Opt-in 3,nonprob,White non-Hispanic,Union member,2021 CPS ASEC,0,3148,0.085075426,0.056796827,7.02E-06
Probability 1,prob,White non-Hispanic,Union member,2021 CPS ASEC,1.4,3596,0.08928797,0.056796827,7.02E-06
Probability 2,prob,White non-Hispanic,Union member,2021 CPS ASEC,3,3362,0.089952434,0.056796827,7.02E-06
Probability 3,prob,White non-Hispanic,Union member,2021 CPS ASEC,7,3851,0.081286448,0.056796827,7.02E-06
Opt-in 1,nonprob,18-29,Received worker's compensation,2021 CPS ASEC,0,1170,0.249816869,0.002169042,1.64E-07
Opt-in 2,nonprob,18-29,Received worker's compensation,2021 CPS ASEC,0,1031,0.254667065,0.002169042,1.64E-07
Opt-in 3,nonprob,18-29,Received worker's compensation,2021 CPS ASEC,0,693,0.201252264,0.002169042,1.64E-07
Probability 1,prob,18-29,Received worker's compensation,2021 CPS ASEC,1.4,585,0.013841261,0.002169042,1.64E-07
Probability 2,prob,18-29,Received worker's compensation,2021 CPS ASEC,3,655,0.06485821,0.002169042,1.64E-07
Probability 3,prob,18-29,Received worker's compensation,2021 CPS ASEC,7,363,0.032107625,0.002169042,1.64E-07
Opt-in 1,nonprob,30-64,Received worker's compensation,2021 CPS ASEC,0,2637,0.08481432,0.005023512,9.02E-08
Opt-in 2,nonprob,30-64,Received worker's compensation,2021 CPS ASEC,0,2564,0.106689842,0.005023512,9.02E-08
Opt-in 3,nonprob,30-64,Received worker's compensation,2021 CPS ASEC,0,3087,0.060290632,0.005023512,9.02E-08
Probability 1,prob,30-64,Received worker's compensation,2021 CPS ASEC,1.4,3010,0.017345133,0.005023512,9.02E-08
Probability 2,prob,30-64,Received worker's compensation,2021 CPS ASEC,3,3192,0.024310175,0.005023512,9.02E-08
Probability 3,prob,30-64,Received worker's compensation,2021 CPS ASEC,7,3195,0.015994519,0.005023512,9.02E-08
Opt-in 1,nonprob,65+,Received worker's compensation,2021 CPS ASEC,0,1105,0.004522624,0.002122128,9.41E-08
Opt-in 2,nonprob,65+,Received worker's compensation,2021 CPS ASEC,0,1336,0.00823355,0.002122128,9.41E-08
Opt-in 3,nonprob,65+,Received worker's compensation,2021 CPS ASEC,0,1175,0.007829548,0.002122128,9.41E-08
Probability 1,prob,65+,Received worker's compensation,2021 CPS ASEC,1.4,1432,0.002555814,0.002122128,9.41E-08
Probability 2,prob,65+,Received worker's compensation,2021 CPS ASEC,3,1261,0.010246987,0.002122128,9.41E-08
Probability 3,prob,65+,Received worker's compensation,2021 CPS ASEC,7,1400,0.001172233,0.002122128,9.41E-08
Opt-in 1,nonprob,College grad,Received worker's compensation,2021 CPS ASEC,0,1598,0.135278773,0.002014178,6.75E-08
Opt-in 2,nonprob,College grad,Received worker's compensation,2021 CPS ASEC,0,1953,0.158733607,0.002014178,6.75E-08
Opt-in 3,nonprob,College grad,Received worker's compensation,2021 CPS ASEC,0,1799,0.069437205,0.002014178,6.75E-08
Probability 1,prob,College grad,Received worker's compensation,2021 CPS ASEC,1.4,1867,0.008064061,0.002014178,6.75E-08
Probability 2,prob,College grad,Received worker's compensation,2021 CPS ASEC,3,2147,0.008540987,0.002014178,6.75E-08
Probability 3,prob,College grad,Received worker's compensation,2021 CPS ASEC,7,2166,0.009851501,0.002014178,6.75E-08
Opt-in 1,nonprob,HS or less,Received worker's compensation,2021 CPS ASEC,0,1756,0.067791564,0.004606945,1.24E-07
Opt-in 2,nonprob,HS or less,Received worker's compensation,2021 CPS ASEC,0,1439,0.093335476,0.004606945,1.24E-07
Opt-in 3,nonprob,HS or less,Received worker's compensation,2021 CPS ASEC,0,1511,0.079042348,0.004606945,1.24E-07
Probability 1,prob,HS or less,Received worker's compensation,2021 CPS ASEC,1.4,1617,0.014489506,0.004606945,1.24E-07
Probability 2,prob,HS or less,Received worker's compensation,2021 CPS ASEC,3,1628,0.039209808,0.004606945,1.24E-07
Probability 3,prob,HS or less,Received worker's compensation,2021 CPS ASEC,7,1054,0.018924092,0.004606945,1.24E-07
Opt-in 1,nonprob,Some college,Received worker's compensation,2021 CPS ASEC,0,1558,0.104989637,0.004911361,1.96E-07
Opt-in 2,nonprob,Some college,Received worker's compensation,2021 CPS ASEC,0,1539,0.099621725,0.004911361,1.96E-07
Opt-in 3,nonprob,Some college,Received worker's compensation,2021 CPS ASEC,0,1645,0.079558576,0.004911361,1.96E-07
Probability 1,prob,Some college,Received worker's compensation,2021 CPS ASEC,1.4,1543,0.017858339,0.004911361,1.96E-07
Probability 2,prob,Some college,Received worker's compensation,2021 CPS ASEC,3,1363,0.038243531,0.004911361,1.96E-07
Probability 3,prob,Some college,Received worker's compensation,2021 CPS ASEC,7,1743,0.016639414,0.004911361,1.96E-07
Opt-in 1,nonprob,All adults,Received worker's compensation,2021 CPS ASEC,0,4912,0.100697125,0.003804944,4.16E-08
Opt-in 2,nonprob,All adults,Received worker's compensation,2021 CPS ASEC,0,4931,0.116088621,0.003804944,4.16E-08
Opt-in 3,nonprob,All adults,Received worker's compensation,2021 CPS ASEC,0,4955,0.076052688,0.003804944,4.16E-08
Probability 1,prob,All adults,Received worker's compensation,2021 CPS ASEC,1.4,5027,0.013482825,0.003804944,4.16E-08
Probability 2,prob,All adults,Received worker's compensation,2021 CPS ASEC,3,5147,0.029026789,0.003804944,4.16E-08
Probability 3,prob,All adults,Received worker's compensation,2021 CPS ASEC,7,4965,0.015552271,0.003804944,4.16E-08
Opt-in 1,nonprob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,656,0.165025148,0.004487469,3.67E-07
Opt-in 2,nonprob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,676,0.167226546,0.004487469,3.67E-07
Opt-in 3,nonprob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,623,0.106492342,0.004487469,3.67E-07
Probability 1,prob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,1.4,470,0.027469429,0.004487469,3.67E-07
Probability 2,prob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,3,529,0.059218285,0.004487469,3.67E-07
Probability 3,prob,Black non-Hispanic,Received worker's compensation,2021 CPS ASEC,7,422,0.020248499,0.004487469,3.67E-07
Opt-in 1,nonprob,Hispanic,Received worker's compensation,2021 CPS ASEC,0,904,0.22978,0.003672172,1.75E-07
Opt-in 2,nonprob,Hispanic,Received worker's compensation,2021 CPS ASEC,0,852,0.237189458,0.003672172,1.75E-07
Opt-in 3,nonprob,Hispanic,Received worker's compensation,2021 CPS ASEC,0,884,0.209764149,0.003672172,1.75E-07
Probability 1,prob,Hispanic,Received worker's compensation,2021 CPS ASEC,1.4,575,0.022967967,0.003672172,1.75E-07
Probability 2,prob,Hispanic,Received worker's compensation,2021 CPS ASEC,3,809,0.049769061,0.003672172,1.75E-07
Probability 3,prob,Hispanic,Received worker's compensation,2021 CPS ASEC,7,318,0.019539083,0.003672172,1.75E-07
Opt-in 1,nonprob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,3079,0.054396974,0.003933237,8.69E-08
Opt-in 2,nonprob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,3245,0.081851599,0.003933237,8.69E-08
Opt-in 3,nonprob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,0,3148,0.042568118,0.003933237,8.69E-08
Probability 1,prob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,1.4,3596,0.008018538,0.003933237,8.69E-08
Probability 2,prob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,3,3362,0.016012839,0.003933237,8.69E-08
Probability 3,prob,White non-Hispanic,Received worker's compensation,2021 CPS ASEC,7,3851,0.015336788,0.003933237,8.69E-08
Opt-in 1,nonprob,18-29,Had retirement account,2021 SIPP,0,1170,0.363480779,0.267742072,3.62E-05
Opt-in 2,nonprob,18-29,Had retirement account,2021 SIPP,0,1031,0.328148771,0.267742072,3.62E-05
Opt-in 3,nonprob,18-29,Had retirement account,2021 SIPP,0,693,0.300083258,0.267742072,3.62E-05
Probability 1,prob,18-29,Had retirement account,2021 SIPP,1.4,585,0.346191645,0.267742072,3.62E-05
Probability 2,prob,18-29,Had retirement account,2021 SIPP,3,655,0.35238522,0.267742072,3.62E-05
Probability 3,prob,18-29,Had retirement account,2021 SIPP,7,363,0.281072982,0.267742072,3.62E-05
Opt-in 1,nonprob,30-64,Had retirement account,2021 SIPP,0,2637,0.43391194,0.560913181,1.46E-05
Opt-in 2,nonprob,30-64,Had retirement account,2021 SIPP,0,2564,0.45986376,0.560913181,1.46E-05
Opt-in 3,nonprob,30-64,Had retirement account,2021 SIPP,0,3087,0.511139506,0.560913181,1.46E-05
Probability 1,prob,30-64,Had retirement account,2021 SIPP,1.4,3010,0.569656596,0.560913181,1.46E-05
Probability 2,prob,30-64,Had retirement account,2021 SIPP,3,3192,0.542110704,0.560913181,1.46E-05
Probability 3,prob,30-64,Had retirement account,2021 SIPP,7,3195,0.55024955,0.560913181,1.46E-05
Opt-in 1,nonprob,65+,Had retirement account,2021 SIPP,0,1105,0.477953985,0.551373109,2.50E-05
Opt-in 2,nonprob,65+,Had retirement account,2021 SIPP,0,1336,0.607614149,0.551373109,2.50E-05
Opt-in 3,nonprob,65+,Had retirement account,2021 SIPP,0,1175,0.543977671,0.551373109,2.50E-05
Probability 1,prob,65+,Had retirement account,2021 SIPP,1.4,1432,0.609941989,0.551373109,2.50E-05
Probability 2,prob,65+,Had retirement account,2021 SIPP,3,1261,0.582976096,0.551373109,2.50E-05
Probability 3,prob,65+,Had retirement account,2021 SIPP,7,1400,0.513273778,0.551373109,2.50E-05
Opt-in 1,nonprob,College grad,Had retirement account,2021 SIPP,0,1598,0.664248964,0.731119303,1.72E-05
Opt-in 2,nonprob,College grad,Had retirement account,2021 SIPP,0,1953,0.694503827,0.731119303,1.72E-05
Opt-in 3,nonprob,College grad,Had retirement account,2021 SIPP,0,1799,0.696462537,0.731119303,1.72E-05
Probability 1,prob,College grad,Had retirement account,2021 SIPP,1.4,1867,0.784060814,0.731119303,1.72E-05
Probability 2,prob,College grad,Had retirement account,2021 SIPP,3,2147,0.768815463,0.731119303,1.72E-05
Probability 3,prob,College grad,Had retirement account,2021 SIPP,7,2166,0.748778783,0.731119303,1.72E-05
Opt-in 1,nonprob,HS or less,Had retirement account,2021 SIPP,0,1756,0.251254404,0.300972942,1.64E-05
Opt-in 2,nonprob,HS or less,Had retirement account,2021 SIPP,0,1439,0.302742741,0.300972942,1.64E-05
Opt-in 3,nonprob,HS or less,Had retirement account,2021 SIPP,0,1511,0.323459876,0.300972942,1.64E-05
Probability 1,prob,HS or less,Had retirement account,2021 SIPP,1.4,1617,0.313672932,0.300972942,1.64E-05
Probability 2,prob,HS or less,Had retirement account,2021 SIPP,3,1628,0.331874439,0.300972942,1.64E-05
Probability 3,prob,HS or less,Had retirement account,2021 SIPP,7,1054,0.276140496,0.300972942,1.64E-05
Opt-in 1,nonprob,Some college,Had retirement account,2021 SIPP,0,1558,0.403350743,0.460777667,2.37E-05
Opt-in 2,nonprob,Some college,Had retirement account,2021 SIPP,0,1539,0.423551609,0.460777667,2.37E-05
Opt-in 3,nonprob,Some college,Had retirement account,2021 SIPP,0,1645,0.425602604,0.460777667,2.37E-05
Probability 1,prob,Some college,Had retirement account,2021 SIPP,1.4,1543,0.537594725,0.460777667,2.37E-05
Probability 2,prob,Some college,Had retirement account,2021 SIPP,3,1363,0.475357571,0.460777667,2.37E-05
Probability 3,prob,Some college,Had retirement account,2021 SIPP,7,1743,0.479638472,0.460777667,2.37E-05
Opt-in 1,nonprob,All adults,Had retirement account,2021 SIPP,0,4912,0.42925319,0.499406086,7.84E-06
Opt-in 2,nonprob,All adults,Had retirement account,2021 SIPP,0,4931,0.464563206,0.499406086,7.84E-06
Opt-in 3,nonprob,All adults,Had retirement account,2021 SIPP,0,4955,0.477585272,0.499406086,7.84E-06
Probability 1,prob,All adults,Had retirement account,2021 SIPP,1.4,5027,0.531532798,0.499406086,7.84E-06
Probability 2,prob,All adults,Had retirement account,2021 SIPP,3,5147,0.514647496,0.499406086,7.84E-06
Probability 3,prob,All adults,Had retirement account,2021 SIPP,7,4965,0.496273018,0.499406086,7.84E-06
Opt-in 1,nonprob,Black non-Hispanic,Had retirement account,2021 SIPP,0,656,0.378109277,0.388845133,8.31E-05
Opt-in 2,nonprob,Black non-Hispanic,Had retirement account,2021 SIPP,0,676,0.320237212,0.388845133,8.31E-05
Opt-in 3,nonprob,Black non-Hispanic,Had retirement account,2021 SIPP,0,623,0.339139796,0.388845133,8.31E-05
Probability 1,prob,Black non-Hispanic,Had retirement account,2021 SIPP,1.4,470,0.425355955,0.388845133,8.31E-05
Probability 2,prob,Black non-Hispanic,Had retirement account,2021 SIPP,3,529,0.394938584,0.388845133,8.31E-05
Probability 3,prob,Black non-Hispanic,Had retirement account,2021 SIPP,7,422,0.311405872,0.388845133,8.31E-05
Opt-in 1,nonprob,Hispanic,Had retirement account,2021 SIPP,0,904,0.346955642,0.304532817,4.26E-05
Opt-in 2,nonprob,Hispanic,Had retirement account,2021 SIPP,0,852,0.33224715,0.304532817,4.26E-05
Opt-in 3,nonprob,Hispanic,Had retirement account,2021 SIPP,0,884,0.341611572,0.304532817,4.26E-05
Probability 1,prob,Hispanic,Had retirement account,2021 SIPP,1.4,575,0.325757308,0.304532817,4.26E-05
Probability 2,prob,Hispanic,Had retirement account,2021 SIPP,3,809,0.282089813,0.304532817,4.26E-05
Probability 3,prob,Hispanic,Had retirement account,2021 SIPP,7,318,0.3280812,0.304532817,4.26E-05
Opt-in 1,nonprob,White non-Hispanic,Had retirement account,2021 SIPP,0,3079,0.470609191,0.578998717,1.14E-05
Opt-in 2,nonprob,White non-Hispanic,Had retirement account,2021 SIPP,0,3245,0.515288174,0.578998717,1.14E-05
Opt-in 3,nonprob,White non-Hispanic,Had retirement account,2021 SIPP,0,3148,0.536037604,0.578998717,1.14E-05
Probability 1,prob,White non-Hispanic,Had retirement account,2021 SIPP,1.4,3596,0.606011219,0.578998717,1.14E-05
Probability 2,prob,White non-Hispanic,Had retirement account,2021 SIPP,3,3362,0.590527463,0.578998717,1.14E-05
Probability 3,prob,White non-Hispanic,Had retirement account,2021 SIPP,7,3851,0.562594663,0.578998717,1.14E-05
Opt-in 1,nonprob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 6-29-2021,0,4912,0.63626704,0.662,0
Opt-in 2,nonprob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 6-29-2021,0,4931,0.671403986,0.662,0
Opt-in 3,nonprob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 6-29-2021,0,4955,0.680779829,0.662,0
Probability 1,prob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 6-29-2021,1.4,5027,0.691344134,0.662,0
Probability 2,prob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 6-29-2021,3,5147,0.673192685,0.662,0
Probability 3,prob,All adults,Fully or partially vaccinated,CDC COVID Data Tracker 7-21-2021,7,4965,0.674708116,0.684,0
Opt-in 1,nonprob,All adults,Voted Trump in 2020,FEC,0,4912,0.430635364,0.4686,0
Opt-in 2,nonprob,All adults,Voted Trump in 2020,FEC,0,4931,0.44266897,0.4686,0
Opt-in 3,nonprob,All adults,Voted Trump in 2020,FEC,0,4955,0.442498483,0.4686,0
Probability 1,prob,All adults,Voted Trump in 2020,FEC,1.4,5027,0.418478874,0.4686,0
Probability 2,prob,All adults,Voted Trump in 2020,FEC,3,5147,0.460318167,0.4686,0
Probability 3,prob,All adults,Voted Trump in 2020,FEC,7,4965,0.431951426,0.4686,0
Probability 3,prob,18-29,Unable to work because of COVID-19,July 2021 CPS Monthly,7,363,0.005122374,0.009265056,1.29E-06
Probability 3,prob,30-64,Unable to work because of COVID-19,July 2021 CPS Monthly,7,3195,0.01772672,0.014876391,5.94E-07
Probability 3,prob,65+,Unable to work because of COVID-19,July 2021 CPS Monthly,7,1400,0.005623625,0.004540957,3.37E-07
Probability 3,prob,College grad,Unable to work because of COVID-19,July 2021 CPS Monthly,7,2166,0.00556876,0.010760248,6.92E-07
Probability 3,prob,HS or less,Unable to work because of COVID-19,July 2021 CPS Monthly,7,1054,0.015797448,0.011603108,6.72E-07
Probability 3,prob,Some college,Unable to work because of COVID-19,July 2021 CPS Monthly,7,1743,0.017431855,0.012139511,8.87E-07
Probability 3,prob,All adults,Unable to work because of COVID-19,July 2021 CPS Monthly,7,4965,0.012884288,0.01145295,2.78E-07
Probability 3,prob,Black non-Hispanic,Unable to work because of COVID-19,July 2021 CPS Monthly,7,422,0.017235434,0.013319526,2.62E-06
Probability 3,prob,Hispanic,Unable to work because of COVID-19,July 2021 CPS Monthly,7,318,0.037324978,0.017145673,2.77E-06
Probability 3,prob,White non-Hispanic,Unable to work because of COVID-19,July 2021 CPS Monthly,7,3851,0.006658981,0.008927068,3.00E-07
Probability 3,prob,18-29,Employed last week,July 2021 CPS Monthly,7,363,0.658749818,0.680331721,3.06E-05
Probability 3,prob,30-64,Employed last week,July 2021 CPS Monthly,7,3195,0.677020348,0.726895278,8.05E-06
Probability 3,prob,65+,Employed last week,July 2021 CPS Monthly,7,1400,0.19785987,0.170953031,1.06E-05
Probability 3,prob,College grad,Employed last week,July 2021 CPS Monthly,7,2166,0.693309377,0.691638899,1.39E-05
Probability 3,prob,HS or less,Employed last week,July 2021 CPS Monthly,7,1054,0.439343967,0.500488627,1.47E-05
Probability 3,prob,Some college,Employed last week,July 2021 CPS Monthly,7,1743,0.580119134,0.601180282,1.77E-05
Probability 3,prob,All adults,Employed last week,July 2021 CPS Monthly,7,4965,0.56766366,0.594150591,5.92E-06
Probability 3,prob,Black non-Hispanic,Employed last week,July 2021 CPS Monthly,7,422,0.485140165,0.569708183,4.88E-05
Probability 3,prob,Hispanic,Employed last week,July 2021 CPS Monthly,7,318,0.637111319,0.633936304,3.81E-05
Probability 3,prob,White non-Hispanic,Employed last week,July 2021 CPS Monthly,7,3851,0.55712716,0.584797618,8.22E-06
Opt-in 1,nonprob,18-29,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1170,0.188283448,0.011781414,1.66E-06
Opt-in 2,nonprob,18-29,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1031,0.21665868,0.011781414,1.66E-06
Opt-in 3,nonprob,18-29,Unable to work because of COVID-19,June 2021 CPS Monthly,0,693,0.167071221,0.011781414,1.66E-06
Probability 1,prob,18-29,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,585,0.031319008,0.011781414,1.66E-06
Probability 2,prob,18-29,Unable to work because of COVID-19,June 2021 CPS Monthly,3,655,0.054694908,0.011781414,1.66E-06
Opt-in 1,nonprob,30-64,Unable to work because of COVID-19,June 2021 CPS Monthly,0,2637,0.08377588,0.016338618,6.51E-07
Opt-in 2,nonprob,30-64,Unable to work because of COVID-19,June 2021 CPS Monthly,0,2564,0.095384143,0.016338618,6.51E-07
Opt-in 3,nonprob,30-64,Unable to work because of COVID-19,June 2021 CPS Monthly,0,3087,0.068751963,0.016338618,6.51E-07
Probability 1,prob,30-64,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,3010,0.019660682,0.016338618,6.51E-07
Probability 2,prob,30-64,Unable to work because of COVID-19,June 2021 CPS Monthly,3,3192,0.026035863,0.016338618,6.51E-07
Opt-in 1,nonprob,65+,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1105,0.003920463,0.006633819,4.90E-07
Opt-in 2,nonprob,65+,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1336,0.0057794,0.006633819,4.90E-07
Opt-in 3,nonprob,65+,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1175,0.004313525,0.006633819,4.90E-07
Probability 1,prob,65+,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,1432,0.00435107,0.006633819,4.90E-07
Probability 2,prob,65+,Unable to work because of COVID-19,June 2021 CPS Monthly,3,1261,0.011273459,0.006633819,4.90E-07
Opt-in 1,nonprob,College grad,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1598,0.105258663,0.013956155,9.03E-07
Opt-in 2,nonprob,College grad,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1953,0.149648897,0.013956155,9.03E-07
Opt-in 3,nonprob,College grad,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1799,0.063871878,0.013956155,9.03E-07
Probability 1,prob,College grad,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,1867,0.010043961,0.013956155,9.03E-07
Probability 2,prob,College grad,Unable to work because of COVID-19,June 2021 CPS Monthly,3,2147,0.013424077,0.013956155,9.03E-07
Opt-in 1,nonprob,HS or less,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1756,0.07053163,0.012175653,6.99E-07
Opt-in 2,nonprob,HS or less,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1439,0.071591003,0.012175653,6.99E-07
Opt-in 3,nonprob,HS or less,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1511,0.088021852,0.012175653,6.99E-07
Probability 1,prob,HS or less,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,1617,0.025137433,0.012175653,6.99E-07
Probability 2,prob,HS or less,Unable to work because of COVID-19,June 2021 CPS Monthly,3,1628,0.048525021,0.012175653,6.99E-07
Opt-in 1,nonprob,Some college,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1558,0.089918489,0.013954905,1.02E-06
Opt-in 2,nonprob,Some college,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1539,0.086915988,0.013954905,1.02E-06
Opt-in 3,nonprob,Some college,Unable to work because of COVID-19,June 2021 CPS Monthly,0,1645,0.067393413,0.013954905,1.02E-06
Probability 1,prob,Some college,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,1543,0.020258993,0.013954905,1.02E-06
Probability 2,prob,Some college,Unable to work because of COVID-19,June 2021 CPS Monthly,3,1363,0.019340864,0.013954905,1.02E-06
Opt-in 1,nonprob,All adults,Unable to work because of COVID-19,June 2021 CPS Monthly,0,4912,0.087539946,0.013270089,3.22E-07
Opt-in 2,nonprob,All adults,Unable to work because of COVID-19,June 2021 CPS Monthly,0,4931,0.101149291,0.013270089,3.22E-07
Opt-in 3,nonprob,All adults,Unable to work because of COVID-19,June 2021 CPS Monthly,0,4955,0.073681431,0.013270089,3.22E-07
Probability 1,prob,All adults,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,5027,0.018853589,0.013270089,3.22E-07
Probability 2,prob,All adults,Unable to work because of COVID-19,June 2021 CPS Monthly,3,5147,0.028297777,0.013270089,3.22E-07
Opt-in 1,nonprob,Black non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,656,0.117046628,0.012576057,2.50E-06
Opt-in 2,nonprob,Black non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,676,0.133349678,0.012576057,2.50E-06
Opt-in 3,nonprob,Black non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,623,0.103240272,0.012576057,2.50E-06
Probability 1,prob,Black non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,470,0.022679456,0.012576057,2.50E-06
Probability 2,prob,Black non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,3,529,0.038957308,0.012576057,2.50E-06
Opt-in 1,nonprob,Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,904,0.210976918,0.018872953,3.08E-06
Opt-in 2,nonprob,Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,852,0.217130472,0.018872953,3.08E-06
Opt-in 3,nonprob,Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,884,0.196468984,0.018872953,3.08E-06
Probability 1,prob,Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,575,0.0272801,0.018872953,3.08E-06
Probability 2,prob,Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,3,809,0.056259991,0.018872953,3.08E-06
Opt-in 1,nonprob,White non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,3079,0.051885093,0.011689405,3.89E-07
Opt-in 2,nonprob,White non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,3245,0.07492642,0.011689405,3.89E-07
Opt-in 3,nonprob,White non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,0,3148,0.037531073,0.011689405,3.89E-07
Probability 1,prob,White non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,1.4,3596,0.015229586,0.011689405,3.89E-07
Probability 2,prob,White non-Hispanic,Unable to work because of COVID-19,June 2021 CPS Monthly,3,3362,0.019375048,0.011689405,3.89E-07
Opt-in 1,nonprob,18-29,Employed last week,June 2021 CPS Monthly,0,1170,0.670309855,0.667594194,3.16E-05
Opt-in 2,nonprob,18-29,Employed last week,June 2021 CPS Monthly,0,1031,0.656081084,0.667594194,3.16E-05
Opt-in 3,nonprob,18-29,Employed last week,June 2021 CPS Monthly,0,693,0.655290072,0.667594194,3.16E-05
Probability 1,prob,18-29,Employed last week,June 2021 CPS Monthly,1.4,585,0.631824821,0.667594194,3.16E-05
Probability 2,prob,18-29,Employed last week,June 2021 CPS Monthly,3,655,0.727337612,0.667594194,3.16E-05
Opt-in 1,nonprob,30-64,Employed last week,June 2021 CPS Monthly,0,2637,0.559696693,0.72372111,8.10E-06
Opt-in 2,nonprob,30-64,Employed last week,June 2021 CPS Monthly,0,2564,0.593777519,0.72372111,8.10E-06
Opt-in 3,nonprob,30-64,Employed last week,June 2021 CPS Monthly,0,3087,0.617898673,0.72372111,8.10E-06
Probability 1,prob,30-64,Employed last week,June 2021 CPS Monthly,1.4,3010,0.677644976,0.72372111,8.10E-06
Probability 2,prob,30-64,Employed last week,June 2021 CPS Monthly,3,3192,0.688576546,0.72372111,8.10E-06
Opt-in 1,nonprob,65+,Employed last week,June 2021 CPS Monthly,0,1105,0.130587156,0.171806276,1.06E-05
Opt-in 2,nonprob,65+,Employed last week,June 2021 CPS Monthly,0,1336,0.129665906,0.171806276,1.06E-05
Opt-in 3,nonprob,65+,Employed last week,June 2021 CPS Monthly,0,1175,0.157273125,0.171806276,1.06E-05
Probability 1,prob,65+,Employed last week,June 2021 CPS Monthly,1.4,1432,0.162333264,0.171806276,1.06E-05
